ageb_id,label,stratum,stops_400m,stops_800m,employment_proxy,accessibility_quartile,employment_quartile,label_str
141010009243A,0,underserved_q2_2,6,7,,2,2,unsuitable
1410100012514,0,underserved_q2_2,0,6,,2,2,unsuitable
1409700413344,0,underserved_q2_2,0,4,175.0,2,2,unsuitable
1409800013394,0,underserved_q2_2,0,12,,2,2,unsuitable
1412000016086,0,underserved_q2_2,0,13,215.0,2,2,unsuitable
141200001714A,0,underserved_q2_2,0,9,175.0,2,2,unsuitable
1412000014963,0,underserved_q2_2,1,8,,2,2,unsuitable
1410100220081,0,underserved_q2_2,1,6,,2,2,unsuitable
1410100011198,0,underserved_q2_2,0,6,,2,2,unsuitable
1412007630852,0,underserved_q2_2,0,10,320.0,2,2,unsuitable
1412002317224,0,underserved_q2_3,0,1,,2,3,unsuitable
1405100010158,0,underserved_q2_3,0,1,,2,3,unsuitable
1412000017101,0,underserved_q2_3,0,8,,2,3,unsuitable
1412000017065,0,underserved_q2_3,1,5,,2,3,unsuitable
1407000140948,0,underserved_q2_3,0,3,,2,3,unsuitable
1412000016122,0,underserved_q2_3,0,6,,2,3,unsuitable
1412000016813,0,underserved_q2_3,0,8,,2,3,unsuitable
1412002316993,0,underserved_q2_3,0,2,,2,3,unsuitable
1412002316404,0,underserved_q2_3,1,9,,2,3,unsuitable
1412002316476,0,underserved_q2_3,2,6,,2,3,unsuitable
1407000210740,0,underserved_q2_3,0,3,,2,3,unsuitable
1412002316245,0,underserved_q2_3,2,4,,2,3,unsuitable
1407000141077,0,underserved_q2_3,0,4,,2,3,unsuitable
1412000017008,0,underserved_q2_3,0,10,,2,3,unsuitable
1412002317192,0,underserved_q2_3,0,8,,2,3,unsuitable
1412002317239,0,underserved_q2_3,2,10,,2,3,unsuitable
1412000016921,0,underserved_q2_3,0,0,,2,3,unsuitable
1407000010685,0,underserved_q2_3,0,12,,2,3,unsuitable
141200001721A,0,underserved_q2_3,2,11,,2,3,unsuitable
1404400540420,0,underserved_q2_3,6,6,,2,3,unsuitable
1412002317173,0,underserved_q2_3,2,3,,2,3,unsuitable
1412000016781,0,underserved_q2_3,2,10,,2,3,unsuitable
1412000017099,0,underserved_q2_3,0,3,,2,3,unsuitable
1412000017332,0,underserved_q2_3,2,11,,2,3,unsuitable
1412002315035,0,underserved_q2_3,2,3,,2,3,unsuitable
1412000016495,0,underserved_q2_3,0,12,,2,3,unsuitable
1412002315590,0,underserved_q2_3,1,3,,2,3,unsuitable
1412002316207,0,underserved_q2_3,0,2,,2,3,unsuitable
1412000016866,0,underserved_q2_3,2,8,,2,3,unsuitable
1412000017385,0,underserved_q2_3,0,2,,2,3,unsuitable
1412002315618,0,underserved_q2_3,0,8,,2,3,unsuitable
1412000017313,0,underserved_q2_3,5,8,,2,3,unsuitable
1405100010124,0,underserved_q2_3,0,10,,2,3,unsuitable
1412000017366,0,underserved_q2_3,3,9,,2,3,unsuitable
1412002317436,0,underserved_q2_3,2,6,,2,3,unsuitable
1412002317351,0,underserved_q2_3,2,4,,2,3,unsuitable
1412000017402,0,underserved_q2_3,0,7,,2,3,unsuitable
1405100010092,0,underserved_q2_3,0,10,,2,3,unsuitable
1404400050276,0,underserved_q2_3,3,3,,2,3,unsuitable
1412000017262,0,underserved_q2_3,0,3,,2,3,unsuitable
1407000200793,0,underserved_q2_3,1,12,,2,3,unsuitable
1412002316480,0,underserved_q2_3,1,5,,2,3,unsuitable
1412002314802,0,underserved_q2_3,0,2,,2,3,unsuitable
1412002315603,0,underserved_q2_3,0,3,,2,3,unsuitable
1412002316211,0,underserved_q2_3,1,3,,2,3,unsuitable
1412002317243,0,underserved_q2_3,1,5,,2,3,unsuitable
1412000017281,0,underserved_q2_3,0,6,,2,3,unsuitable
1405100010143,0,underserved_q2_3,0,10,,2,3,unsuitable
1407000011240,0,underserved_q2_3,0,8,,2,3,unsuitable
1410100012459,0,underserved_q2_3,2,5,,2,3,unsuitable
1409700150693,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700253560,0,underserved_q2_4,4,8,,2,4,unsuitable
1409701153433,0,underserved_q2_4,1,3,,2,4,unsuitable
1409700251988,0,underserved_q2_4,0,5,,2,4,unsuitable
1409700013128,0,underserved_q2_4,0,7,,2,4,unsuitable
1409701800301,0,underserved_q2_4,0,8,,2,4,unsuitable
1409700251193,0,underserved_q2_4,0,4,,2,4,unsuitable
1409700092825,0,underserved_q2_4,3,6,,2,4,unsuitable
1409800012930,0,underserved_q2_4,1,6,,2,4,unsuitable
1409700012331,0,underserved_q2_4,0,7,,2,4,unsuitable
1409700012134,0,underserved_q2_4,0,12,,2,4,unsuitable
1409800011186,0,underserved_q2_4,0,5,,2,4,unsuitable
1409800013337,0,underserved_q2_4,3,11,,2,4,unsuitable
1409700092882,0,underserved_q2_4,0,0,,2,4,unsuitable
1409701153429,0,underserved_q2_4,0,3,,2,4,unsuitable
1409700150710,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700053170,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700053768,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700150674,0,underserved_q2_4,0,0,,2,4,unsuitable
1409708332280,0,underserved_q2_4,3,7,,2,4,unsuitable
1409700252191,0,underserved_q2_4,2,7,,2,4,unsuitable
1409700012346,0,underserved_q2_4,0,8,,2,4,unsuitable
1409700150689,0,underserved_q2_4,0,0,,2,4,unsuitable
1409701152596,0,underserved_q2_4,3,3,,2,4,unsuitable
1409708274130,0,underserved_q2_4,0,2,,2,4,unsuitable
1409700152539,0,underserved_q2_4,0,0,,2,4,unsuitable
140970009283A,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700152064,0,underserved_q2_4,0,0,,2,4,unsuitable
1407000431081,0,underserved_q2_4,0,10,,2,4,unsuitable
1409700253791,0,underserved_q2_4,0,2,,2,4,unsuitable
1409700251422,0,underserved_q2_4,0,2,,2,4,unsuitable
1409701153359,0,underserved_q2_4,0,8,,2,4,unsuitable
1409700092859,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700053575,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700053151,0,underserved_q2_4,0,0,,2,4,unsuitable
140970823422A,0,underserved_q2_4,0,5,,2,4,unsuitable
1409700092897,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700151738,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700151333,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700150706,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700092844,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700150725,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700153185,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700012488,0,underserved_q2_4,0,5,,2,4,unsuitable
1409700253787,0,underserved_q2_4,0,1,,2,4,unsuitable
1409700092878,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700152492,0,underserved_q2_4,0,0,,2,4,unsuitable
1409700151723,0,underserved_q2_4,0,0,,2,4,unsuitable
1409704393880,0,underserved_q2_4,4,8,,2,4,unsuitable
1409800012269,0,underserved_q3_1,11,19,80.0,3,1,unsuitable
1410100092139,0,underserved_q3_1,6,11,20.0,3,1,unsuitable
1409700353823,0,underserved_q3_1,5,12,20.0,3,1,unsuitable
1409800142019,0,underserved_q3_1,10,29,40.0,3,1,unsuitable
1409800012004,0,underserved_q3_1,3,17,60.0,3,1,unsuitable
1407000211113,0,underserved_q3_1,15,26,40.0,3,1,unsuitable
1409700251456,0,underserved_q3_1,8,21,20.0,3,1,unsuitable
1409800010794,0,underserved_q3_1,5,14,80.0,3,1,unsuitable
1410101902374,0,underserved_q3_1,7,11,40.0,3,1,unsuitable
1409708311634,0,underserved_q3_1,4,36,40.0,3,1,unsuitable
1409700252558,0,underserved_q3_1,0,21,20.0,3,1,unsuitable
1409800012235,0,underserved_q3_1,4,29,20.0,3,1,unsuitable
1409800011970,0,underserved_q3_1,3,33,20.0,3,1,unsuitable
1409708312011,0,underserved_q3_1,0,31,20.0,3,1,unsuitable
140970862290A,0,underserved_q3_1,12,26,80.0,3,1,unsuitable
1407000430492,0,underserved_q3_1,8,18,80.0,3,1,unsuitable
1412000015302,0,underserved_q3_1,6,21,40.0,3,1,unsuitable
1412000015139,0,underserved_q3_1,5,22,40.0,3,1,unsuitable
1407000140280,0,underserved_q3_1,14,24,60.0,3,1,unsuitable
1412002316688,0,underserved_q3_1,2,22,115.0,3,1,unsuitable
1407000430647,0,underserved_q3_1,6,9,20.0,3,1,unsuitable
1409700213842,0,underserved_q3_1,14,20,20.0,3,1,unsuitable
1410100011287,0,underserved_q3_1,4,18,60.0,3,1,unsuitable
1412002315726,0,underserved_q3_1,4,25,135.0,3,1,unsuitable
1412000014338,0,underserved_q3_1,7,33,20.0,3,1,unsuitable
141200001657A,0,underserved_q3_1,4,27,40.0,3,1,unsuitable
1410100092209,0,underserved_q3_1,10,20,115.0,3,1,unsuitable
1409700320481,0,underserved_q3_1,5,11,20.0,3,1,unsuitable
1409700321441,0,underserved_q3_1,0,21,20.0,3,1,unsuitable
1412000017012,0,underserved_q3_1,3,23,40.0,3,1,unsuitable
1407000431039,0,underserved_q3_1,6,26,60.0,3,1,unsuitable
1412000014126,0,underserved_q3_1,8,17,20.0,3,1,unsuitable
1407000130350,0,underserved_q3_1,3,35,115.0,3,1,unsuitable
1407000140488,0,underserved_q3_1,12,30,95.0,3,1,unsuitable
1412004307421,0,underserved_q3_1,10,26,115.0,3,1,unsuitable
1412000015105,0,underserved_q3_1,13,25,100.0,3,1,unsuitable
1412000013429,0,underserved_q3_1,0,38,20.0,3,1,unsuitable
1409800143017,0,underserved_q3_1,0,34,75.0,3,1,unsuitable
1412000016724,0,underserved_q3_1,0,40,100.0,3,1,unsuitable
1409700321174,0,underserved_q3_1,2,37,115.0,3,1,unsuitable
1409701150886,0,underserved_q3_1,16,19,80.0,3,1,unsuitable
1407000140346,0,underserved_q3_1,6,15,60.0,3,1,unsuitable
1409700353734,0,underserved_q3_1,9,30,40.0,3,1,unsuitable
1412000012469,0,underserved_q3_1,11,23,40.0,3,1,unsuitable
1407000211109,0,underserved_q3_1,10,16,20.0,3,1,unsuitable
1410101892656,0,underserved_q3_2,6,10,,3,2,unsuitable
1412000013984,0,underserved_q3_2,0,25,155.0,3,2,unsuitable
1412000015745,0,underserved_q3_2,8,26,,3,2,unsuitable
1412000015162,0,underserved_q3_2,8,27,,3,2,unsuitable
141200001664A,0,underserved_q3_2,8,26,385.0,3,2,unsuitable
1410100092618,0,underserved_q3_2,4,11,,3,2,unsuitable
1412000013768,0,underserved_q3_2,4,24,,3,2,unsuitable
1412000016029,0,underserved_q3_2,10,20,,3,2,unsuitable
1410100011130,0,underserved_q3_2,9,24,140.0,3,2,unsuitable
1410100092247,0,underserved_q3_2,9,13,,3,2,unsuitable
1410100092586,0,underserved_q3_2,8,16,,3,2,unsuitable
1410100012590,0,underserved_q3_2,4,11,,3,2,unsuitable
1410100011751,0,underserved_q3_2,4,16,,3,2,unsuitable
1407000200261,0,underserved_q3_2,7,13,290.0,3,2,unsuitable
1412000015660,0,underserved_q3_2,3,13,,3,2,unsuitable
1409800013411,0,underserved_q3_2,0,36,,3,2,unsuitable
1410100011499,0,underserved_q3_2,4,25,,3,2,unsuitable
1409800143233,0,underserved_q3_2,2,13,,3,2,unsuitable
1409800143159,0,underserved_q3_2,4,15,150.0,3,2,unsuitable
1410100011732,0,underserved_q3_2,7,25,,3,2,unsuitable
1410100011889,0,underserved_q3_2,4,10,,3,2,unsuitable
1412000013965,0,underserved_q3_2,0,27,300.0,3,2,unsuitable
141200001600A,0,underserved_q3_2,7,19,,3,2,unsuitable
1412000017120,0,underserved_q3_2,5,12,195.0,3,2,unsuitable
140510001004A,0,underserved_q3_2,8,18,320.0,3,2,unsuitable
1412000016423,0,underserved_q3_2,1,20,175.0,3,2,unsuitable
1410100092302,0,underserved_q3_2,3,32,,3,2,unsuitable
1412000015317,0,underserved_q3_2,8,30,,3,2,unsuitable
1407000010399,0,underserved_q3_2,4,24,150.0,3,2,unsuitable
1412000013683,0,underserved_q3_2,8,33,,3,2,unsuitable
1410100092393,0,underserved_q3_2,4,11,,3,2,unsuitable
1410100092181,0,underserved_q3_2,5,20,,3,2,unsuitable
1409800143407,0,underserved_q3_2,0,26,,3,2,unsuitable
1410100012425,0,underserved_q3_2,5,12,,3,2,unsuitable
1410100091925,0,underserved_q3_2,8,15,,3,2,unsuitable
1412002313999,0,underserved_q3_2,7,19,175.0,3,2,unsuitable
1407000210967,0,underserved_q3_2,3,16,175.0,3,2,unsuitable
1410100011747,0,underserved_q3_2,2,16,,3,2,unsuitable
1410100012266,0,underserved_q3_2,5,9,,3,2,unsuitable
140700014044A,0,underserved_q3_2,2,16,155.0,3,2,unsuitable
1412000015124,0,underserved_q3_2,3,20,,3,2,unsuitable
1409700342505,0,underserved_q3_2,6,18,2170.0,3,2,unsuitable
1412000013679,0,underserved_q3_2,16,23,,3,2,unsuitable
1410100091855,0,underserved_q3_2,8,15,,3,2,unsuitable
1410100012533,0,underserved_q3_2,6,17,,3,2,unsuitable
1409800013286,0,underserved_q3_2,3,28,175.0,3,2,unsuitable
1410100011836,0,underserved_q3_2,1,18,,3,2,unsuitable
1409800012540,0,underserved_q3_2,4,28,535.0,3,2,unsuitable
141010009211A,0,underserved_q3_2,10,17,,3,2,unsuitable
1409708311653,0,underserved_q3_2,0,14,160.0,3,2,unsuitable
1407000140543,0,underserved_q3_2,2,17,175.0,3,2,unsuitable
1410100091713,0,underserved_q3_2,5,23,,3,2,unsuitable
1410100091893,0,underserved_q3_2,8,14,,3,2,unsuitable
1412000017050,0,underserved_q3_3,1,25,,3,3,unsuitable
1412000016298,0,underserved_q3_3,2,14,,3,3,unsuitable
140510001011A,0,underserved_q3_3,9,14,,3,3,unsuitable
1412000017296,0,underserved_q3_3,6,15,,3,3,unsuitable
141200001707A,0,underserved_q3_3,5,12,,3,3,unsuitable
1407000011217,0,underserved_q3_3,6,18,,3,3,unsuitable
1412000017154,0,underserved_q3_3,13,16,,3,3,unsuitable
1407000011062,0,underserved_q3_3,10,27,,3,3,unsuitable
1412000017188,0,underserved_q3_3,7,16,,3,3,unsuitable
1412000016796,0,underserved_q3_3,3,15,,3,3,unsuitable
1412000017116,0,underserved_q3_3,2,27,,3,3,unsuitable
1412002313895,0,underserved_q3_3,3,13,,3,3,unsuitable
1412000016565,0,underserved_q3_3,2,14,,3,3,unsuitable
1407000010929,0,underserved_q3_3,7,19,,3,3,unsuitable
1405100010088,0,underserved_q3_3,2,12,,3,3,unsuitable
1412002314817,0,underserved_q3_3,10,24,,3,3,unsuitable
1412000016851,0,underserved_q3_3,3,12,,3,3,unsuitable
1412000016048,0,underserved_q3_3,9,21,,3,3,unsuitable
1412000017084,0,underserved_q3_3,10,12,,3,3,unsuitable
1412000017277,0,underserved_q3_3,16,22,,3,3,unsuitable
1412000016118,0,underserved_q3_3,13,26,,3,3,unsuitable
140700001069A,0,underserved_q3_3,4,22,,3,3,unsuitable
1405100010162,0,underserved_q3_3,2,16,,3,3,unsuitable
1407000210721,0,underserved_q3_3,1,14,,3,3,unsuitable
1405100010073,0,underserved_q3_3,1,33,,3,3,unsuitable
140700001037A,0,underserved_q3_3,6,36,,3,3,unsuitable
1407000011289,0,underserved_q3_3,13,27,,3,3,unsuitable
1412007530320,0,underserved_q3_3,0,16,,3,3,unsuitable
1412002316264,0,underserved_q3_3,5,26,,3,3,unsuitable
1407000011058,0,underserved_q3_3,7,18,,3,3,unsuitable
1409800012998,0,underserved_q3_4,0,40,,3,4,unsuitable
1407000641293,0,underserved_q3_4,1,20,,3,4,unsuitable
1409800013144,0,underserved_q3_4,0,31,,3,4,unsuitable
140980001313A,0,underserved_q3_4,0,38,,3,4,unsuitable
1409700251206,0,underserved_q3_4,0,19,,3,4,unsuitable
140980001181A,0,underserved_q3_4,5,10,,3,4,unsuitable
140970822251A,0,underserved_q3_4,7,30,,3,4,unsuitable
1407000430666,0,underserved_q3_4,7,8,,3,4,unsuitable
1409700251297,0,underserved_q3_4,5,36,,3,4,unsuitable
1409704393895,0,underserved_q3_4,3,14,,3,4,unsuitable
1407000430971,0,underserved_q3_4,5,15,,3,4,unsuitable
1409708332454,0,underserved_q3_4,0,26,,3,4,unsuitable
140700021119A,0,underserved_q3_4,5,10,,3,4,unsuitable
1407000430632,0,underserved_q3_4,4,11,,3,4,unsuitable
1407000431202,0,underserved_q3_4,3,12,,3,4,unsuitable
1407000430990,0,underserved_q3_4,5,13,,3,4,unsuitable
1409800010775,0,underserved_q3_4,2,12,,3,4,unsuitable
1409800012076,0,underserved_q3_4,0,40,,3,4,unsuitable
140970025301A,0,underserved_q3_4,14,27,,3,4,unsuitable
1407000210755,0,underserved_q3_4,3,15,,3,4,unsuitable
1409700323217,0,underserved_q3_4,10,18,,3,4,unsuitable
1409800013267,0,underserved_q3_4,0,23,,3,4,unsuitable
1409705603683,0,underserved_q3_4,7,20,,3,4,unsuitable
1409700213857,0,underserved_q3_4,14,20,,3,4,unsuitable
1409800012521,0,underserved_q3_4,0,36,,3,4,unsuitable
1409700253039,0,underserved_q3_4,0,15,,3,4,unsuitable
1409700253819,0,underserved_q3_4,18,18,,3,4,unsuitable
1409708223490,0,underserved_q3_4,0,24,,3,4,unsuitable
1409705603467,0,underserved_q3_4,9,30,,3,4,unsuitable
1409700251418,0,underserved_q3_4,0,18,,3,4,unsuitable
1409700321831,0,underserved_q3_4,12,20,,3,4,unsuitable
1409800012061,0,underserved_q3_4,11,17,,3,4,unsuitable
1409700321140,0,underserved_q3_4,6,21,,3,4,unsuitable
1409708333753,0,underserved_q3_4,4,11,,3,4,unsuitable
1409701151278,0,underserved_q3_4,6,12,,3,4,unsuitable
1409800013093,0,underserved_q3_4,0,14,,3,4,unsuitable
1409700011136,0,underserved_q3_4,3,32,,3,4,unsuitable
1409800012502,0,underserved_q3_4,0,14,,3,4,unsuitable
1409800011843,0,underserved_q3_4,0,21,,3,4,unsuitable
1409705601282,0,underserved_q3_4,13,20,,3,4,unsuitable
1407000430986,0,underserved_q3_4,6,8,,3,4,unsuitable
1409700013109,0,underserved_q3_4,3,29,,3,4,unsuitable
1407000430505,0,underserved_q3_4,8,18,,3,4,unsuitable
1409708440744,0,underserved_q3_4,15,15,,3,4,unsuitable
1409700343645,0,underserved_q3_4,5,35,,3,4,unsuitable
1409708331475,0,underserved_q3_4,8,34,,3,4,unsuitable
1407000430628,0,underserved_q3_4,3,19,,3,4,unsuitable
1409708432967,0,underserved_q3_4,1,17,,3,4,unsuitable
1409708332276,0,underserved_q3_4,5,20,,3,4,unsuitable
1409700252562,0,underserved_q3_4,8,16,,3,4,unsuitable
1409800012907,0,underserved_q3_4,2,28,,3,4,unsuitable
1409708363382,0,underserved_q3_4,12,20,,3,4,unsuitable
1409800012199,0,underserved_q4_1,7,45,40.0,4,1,unsuitable
1412000013039,0,underserved_q4_1,39,82,60.0,4,1,unsuitable
1409708622929,0,underserved_q4_1,6,39,75.0,4,1,unsuitable
1403900015525,0,underserved_q4_1,3,49,20.0,4,1,unsuitable
141200001283A,0,underserved_q4_1,15,36,20.0,4,1,unsuitable
1409700250759,0,underserved_q4_1,28,61,20.0,4,1,unsuitable
1410100011639,0,underserved_q4_1,32,61,80.0,4,1,unsuitable
141200001479A,0,underserved_q4_1,13,57,60.0,4,1,unsuitable
1403900015328,0,underserved_q4_1,22,105,60.0,4,1,unsuitable
1403900011024,0,underserved_q4_1,30,102,120.0,4,1,unsuitable
1407000201221,0,underserved_q4_1,8,36,40.0,4,1,unsuitable
1410100011183,0,underserved_q4_1,5,38,20.0,4,1,unsuitable
1412000012774,0,underserved_q4_1,21,34,60.0,4,1,unsuitable
140700001012A,0,underserved_q4_1,11,44,40.0,4,1,unsuitable
1409708443804,0,underserved_q4_1,7,56,20.0,4,1,unsuitable
1412000013734,0,underserved_q4_1,9,35,40.0,4,1,unsuitable
1409708221600,0,underserved_q4_1,8,93,20.0,4,1,unsuitable
1409708311649,0,underserved_q4_1,18,41,120.0,4,1,unsuitable
1409800011595,0,underserved_q4_1,38,114,120.0,4,1,unsuitable
1409800012536,0,underserved_q4_1,16,76,115.0,4,1,unsuitable
1409708223471,0,underserved_q4_1,29,61,40.0,4,1,unsuitable
1409800012983,0,underserved_q4_1,15,30,20.0,4,1,unsuitable
1412000013861,0,underserved_q4_1,17,60,60.0,4,1,unsuitable
1409708221545,0,underserved_q4_1,39,69,80.0,4,1,unsuitable
1409800142945,0,underserved_q4_1,30,57,20.0,4,1,unsuitable
140970180123A,0,underserved_q4_1,42,88,20.0,4,1,unsuitable
1409700250814,0,underserved_q4_1,39,90,40.0,4,1,unsuitable
1409800012220,0,underserved_q4_1,28,74,95.0,4,1,unsuitable
1409800012714,0,underserved_q4_1,52,80,20.0,4,1,unsuitable
141010001115A,0,underserved_q4_1,18,67,20.0,4,1,unsuitable
1409800011966,0,underserved_q4_1,12,38,80.0,4,1,unsuitable
1412000014874,0,underserved_q4_1,30,58,40.0,4,1,unsuitable
1409708432647,0,underserved_q4_1,14,33,60.0,4,1,unsuitable
1412000016391,0,underserved_q4_1,6,41,20.0,4,1,unsuitable
1412000012223,0,underserved_q4_1,28,44,20.0,4,1,unsuitable
1403900015544,0,underserved_q4_1,25,67,80.0,4,1,unsuitable
1409708524183,0,underserved_q4_1,13,31,20.0,4,1,unsuitable
1409800011241,0,underserved_q4_1,3,60,80.0,4,1,unsuitable
1410100010965,0,underserved_q4_1,11,36,60.0,4,1,unsuitable
1409700252223,0,underserved_q4_1,6,72,20.0,4,1,unsuitable
1412000013715,0,underserved_q4_1,4,39,20.0,4,1,unsuitable
1412000015548,0,underserved_q4_1,20,68,115.0,4,1,unsuitable
1409708223749,0,underserved_q4_1,4,50,40.0,4,1,unsuitable
1410100091944,0,underserved_q4_1,9,38,20.0,4,1,unsuitable
1409800012625,0,underserved_q4_1,22,38,40.0,4,1,unsuitable
1410100091696,0,underserved_q4_1,32,43,40.0,4,1,unsuitable
1412000016917,0,underserved_q4_1,21,77,75.0,4,1,unsuitable
1412000016438,0,underserved_q4_1,9,44,20.0,4,1,unsuitable
1403900011518,0,underserved_q4_1,19,105,95.0,4,1,unsuitable
1410100011501,0,underserved_q4_1,12,32,20.0,4,1,unsuitable
140970032116A,0,underserved_q4_1,32,43,20.0,4,1,unsuitable
1409708312026,0,underserved_q4_1,10,32,40.0,4,1,unsuitable
1409800012108,0,underserved_q4_1,18,32,60.0,4,1,unsuitable
1412000012172,0,underserved_q4_1,26,68,60.0,4,1,unsuitable
1409800011773,0,underserved_q4_1,16,42,40.0,4,1,unsuitable
1412000014855,0,underserved_q4_1,17,31,40.0,4,1,unsuitable
1409800011294,0,underserved_q4_1,24,72,100.0,4,1,unsuitable
1412000014643,0,underserved_q4_1,31,82,60.0,4,1,unsuitable
1409800012790,0,underserved_q4_2,47,76,365.0,4,2,unsuitable
1410100010594,0,underserved_q4_2,21,91,,4,2,unsuitable
1412000012365,0,underserved_q4_2,24,43,945.0,4,2,unsuitable
1409800013375,0,underserved_q4_2,4,42,,4,2,unsuitable
1412000013876,0,underserved_q4_2,20,36,,4,2,unsuitable
1403900013995,0,underserved_q4_2,18,71,390.0,4,2,unsuitable
1412000012543,0,underserved_q4_2,12,78,535.0,4,2,unsuitable
1403900012126,0,underserved_q4_2,43,111,890.0,4,2,unsuitable
1412000015622,0,underserved_q4_2,10,47,,4,2,unsuitable
1412000014446,0,underserved_q4_2,32,102,470.0,4,2,unsuitable
1403900011109,0,underserved_q4_2,30,109,490.0,4,2,unsuitable
1410100011376,0,underserved_q4_2,24,88,,4,2,unsuitable
1412000014450,0,underserved_q4_2,25,89,1195.0,4,2,unsuitable
1409708222219,0,underserved_q4_2,3,66,140.0,4,2,unsuitable
1412000013857,0,underserved_q4_2,15,36,,4,2,unsuitable
1410100092232,0,underserved_q4_2,12,39,,4,2,unsuitable
1410100012482,0,underserved_q4_2,14,39,,4,2,unsuitable
1412000011526,0,underserved_q4_2,4,74,1270.0,4,2,unsuitable
1409800011720,0,underserved_q4_2,4,90,735.0,4,2,unsuitable
1412000015158,0,underserved_q4_2,7,46,,4,2,unsuitable
1409800010987,0,underserved_q4_2,10,49,215.0,4,2,unsuitable
1410100092162,0,underserved_q4_2,10,39,,4,2,unsuitable
1412000012967,0,underserved_q4_2,23,57,295.0,4,2,unsuitable
1403900010327,0,underserved_q4_2,29,90,610.0,4,2,unsuitable
1412000015656,0,underserved_q4_2,3,44,,4,2,unsuitable
1412000013630,0,underserved_q4_2,12,32,,4,2,unsuitable
1410100011821,0,underserved_q4_2,23,60,,4,2,unsuitable
1412000013611,0,underserved_q4_2,8,35,,4,2,unsuitable
1412000014041,0,underserved_q4_2,6,42,,4,2,unsuitable
1409800143021,0,underserved_q4_2,29,52,,4,2,unsuitable
141200001269A,0,underserved_q4_2,2,57,,4,2,unsuitable
1410100011431,0,underserved_q4_2,32,100,,4,2,unsuitable
1412000015694,0,underserved_q4_2,22,59,,4,2,unsuitable
1410100011817,0,underserved_q4_2,35,95,,4,2,unsuitable
1409800010968,0,underserved_q4_2,17,43,175.0,4,2,unsuitable
1403900010967,0,underserved_q4_2,20,71,470.0,4,2,unsuitable
1412000013486,0,underserved_q4_2,22,71,,4,2,unsuitable
1403900015510,0,underserved_q4_2,9,69,350.0,4,2,unsuitable
1412000011649,0,underserved_q4_2,27,56,200.0,4,2,unsuitable
140980014295A,0,underserved_q4_2,0,45,,4,2,unsuitable
1403900013707,0,underserved_q4_2,39,67,1315.0,4,2,unsuitable
1403900015648,0,underserved_q4_2,23,90,240.0,4,2,unsuitable
1410100010556,0,underserved_q4_2,18,76,235.0,4,2,unsuitable
1409700251460,0,underserved_q4_2,32,70,340.0,4,2,unsuitable
1412000012350,0,underserved_q4_2,2,60,640.0,4,2,unsuitable
1412000015228,0,underserved_q4_2,27,59,,4,2,unsuitable
1410100012497,0,underserved_q4_2,24,63,,4,2,unsuitable
1412000013448,0,underserved_q4_2,5,51,,4,2,unsuitable
1412000014978,0,underserved_q4_2,3,46,,4,2,unsuitable
1412000015637,0,underserved_q4_2,20,67,,4,2,unsuitable
1409800012254,0,underserved_q4_2,18,35,320.0,4,2,unsuitable
1412000012492,0,underserved_q4_2,0,49,255.0,4,2,unsuitable
1412000012454,0,underserved_q4_2,1,47,490.0,4,2,unsuitable
141200001290A,0,underserved_q4_2,3,41,180.0,4,2,unsuitable
1407000140810,0,underserved_q4_2,13,38,355.0,4,2,unsuitable
141200001632A,0,underserved_q4_3,17,57,,4,3,unsuitable
141200758080A,0,underserved_q4_3,21,48,,4,3,unsuitable
1412000016103,0,underserved_q4_3,31,67,,4,3,unsuitable
1412002316974,0,underserved_q4_3,13,43,,4,3,unsuitable
1403900014796,0,underserved_q4_3,55,132,,4,3,unsuitable
1403900015582,0,underserved_q4_3,6,47,,4,3,unsuitable
1412000017309,0,underserved_q4_3,15,46,,4,3,unsuitable
1407000200613,0,underserved_q4_3,12,42,,4,3,unsuitable
1412007580496,0,underserved_q4_3,22,37,,4,3,unsuitable
1412000016315,0,underserved_q4_3,4,40,,4,3,unsuitable
1407000200933,0,underserved_q4_3,23,49,,4,3,unsuitable
1403900015629,0,underserved_q4_3,36,77,,4,3,unsuitable
1407000011274,0,underserved_q4_3,9,34,,4,3,unsuitable
1403900015614,0,underserved_q4_3,41,81,,4,3,unsuitable
1412002315730,0,underserved_q4_3,15,31,,4,3,unsuitable
1407000200204,0,underserved_q4_3,14,35,,4,3,unsuitable
1409708223452,0,underserved_q4_4,9,55,,4,4,unsuitable
1409708353522,0,underserved_q4_4,26,54,,4,4,unsuitable
1409700320509,0,underserved_q4_4,14,46,,4,4,unsuitable
